   1.9659100e+03   1.5953200e+05   5.3421001e+04
   1.9660949e+03   1.6764300e+05   6.6492513e+04
   1.9662473e+03   1.6422800e+05   7.7127244e+04
   1.9664051e+03   1.5455100e+05   8.7985957e+04
   1.9664921e+03   1.4686700e+05   9.3898148e+04
   1.9665193e+03   1.4473300e+05   9.5733058e+04
   1.9666608e+03   1.5227400e+05   1.0517023e+05
   1.9667043e+03   1.4316800e+05   1.0803656e+05
   1.9667805e+03   1.3591000e+05   1.1300719e+05
   1.9668947e+03   1.4829000e+05   1.2034835e+05
   1.9669872e+03   1.6408500e+05   1.2618371e+05
   1.9670852e+03   1.8301100e+05   1.3225054e+05
   1.9670960e+03   1.7646500e+05   1.3291722e+05
   1.9672212e+03   1.8927200e+05   1.4047337e+05
   1.9673517e+03   2.0506700e+05   1.4812999e+05
   1.9675041e+03   1.6693100e+05   1.5674804e+05
   1.9676292e+03   1.2552300e+05   1.6355767e+05
   1.9677380e+03   1.3804500e+05   1.6927079e+05
   1.9678849e+03   1.5512000e+05   1.7666094e+05
   1.9679339e+03   1.4387900e+05   1.7903894e+05
   1.9679992e+03   1.6109700e+05   1.8214129e+05
   1.9681733e+03   1.8827600e+05   1.9002046e+05
   1.9683202e+03   2.3238800e+05   1.9620596e+05
   1.9683256e+03   2.1047400e+05   1.9642665e+05
   1.9684562e+03   2.5501300e+05   2.0153992e+05
   1.9686303e+03   2.6881600e+05   2.0779461e+05
   1.9686738e+03   2.5003200e+05   2.0925507e+05
   1.9688588e+03   2.3352600e+05   2.1498876e+05
   1.9689241e+03   2.1872700e+05   2.1682601e+05
   1.9690220e+03   2.0592000e+05   2.1939583e+05
   1.9691853e+03   1.6166600e+05   2.2317398e+05
   1.9692125e+03   2.0364400e+05   2.2374146e+05
   1.9693322e+03   1.5341300e+05   2.2602415e+05
   1.9695117e+03   1.7518400e+05   2.2878530e+05
   1.9696151e+03   2.1659300e+05   2.3000908e+05
   1.9698055e+03   2.4391400e+05   2.3155362e+05
   1.9698654e+03   2.4562100e+05   2.3184743e+05
   1.9700068e+03   2.3238800e+05   2.3217491e+05
   1.9700721e+03   2.2754900e+05   2.3215146e+05
   1.9702408e+03   2.2868800e+05   2.3157873e+05
   1.9703659e+03   2.2342300e+05   2.3067590e+05
   1.9704638e+03   1.7831500e+05   2.2968547e+05
   1.9706651e+03   9.3790500e+04   2.2686930e+05
   1.9706760e+03   6.9457800e+04   2.2668729e+05
   1.9710297e+03   1.0161700e+05   2.1912751e+05
   1.9712582e+03   1.5625900e+05   2.1257657e+05
   1.9714921e+03   2.2128800e+05   2.0456079e+05
   1.9714976e+03   2.2683800e+05   2.0435901e+05
   1.9716771e+03   2.2385000e+05   1.9731997e+05
   1.9717152e+03   1.9581700e+05   1.9573341e+05
   1.9718240e+03   1.8158800e+05   1.9102499e+05
   1.9719056e+03   1.7746100e+05   1.8732670e+05
   1.9720416e+03   1.8614100e+05   1.8085498e+05
   1.9721722e+03   1.8642600e+05   1.7429410e+05
   1.9723082e+03   1.9894800e+05   1.6711531e+05
   1.9723898e+03   2.0207800e+05   1.6264763e+05
   1.9724279e+03   1.8856000e+05   1.6052317e+05
   1.9725095e+03   1.7105800e+05   1.5588895e+05
   1.9725150e+03   1.6152400e+05   1.5557617e+05
   1.9726347e+03   1.8728000e+05   1.4857641e+05
   1.9727652e+03   1.9297100e+05   1.4069741e+05
   1.9728849e+03   1.9097900e+05   1.3327150e+05
   1.9730264e+03   1.6067000e+05   1.2427102e+05
   1.9730808e+03   1.0560100e+05   1.2075108e+05
   1.9732712e+03   4.6405700e+04   1.0821347e+05
   1.9734834e+03   1.2976000e+03   9.3929323e+04
   1.9735650e+03  -1.2220600e+04   8.8374139e+04
   1.9737718e+03  -1.0228400e+04   7.4222653e+04
   1.9738099e+03  -3.0150000e+04   7.1611430e+04
   1.9739894e+03  -3.1430600e+04   5.9328359e+04
   1.9744138e+03  -7.0277700e+04   3.0955595e+04
   1.9746695e+03  -6.0032300e+04   1.4780558e+04
   1.9748490e+03  -6.1028400e+04   4.0687732e+03
   1.9750830e+03  -3.8972400e+04  -8.8485383e+03
   1.9752516e+03  -1.0370700e+04  -1.7273776e+04
   1.9754584e+03  -2.9713000e+03  -2.6389014e+04
   1.9756325e+03  -9.2323000e+03  -3.2868214e+04
   1.9758501e+03   7.7010000e+03  -3.9191307e+04
   1.9759970e+03   3.4595100e+04  -4.2203421e+04
   1.9761385e+03   3.0610800e+04  -4.4042394e+04
   1.9763561e+03   7.7711000e+04  -4.4628014e+04
   1.9764595e+03   9.0944600e+04  -4.3869141e+04
   1.9766227e+03   9.6494200e+04  -4.1190921e+04
   1.9767370e+03   5.7931700e+04  -3.8166705e+04
   1.9767370e+03   7.1165300e+04  -3.8166705e+04
   1.9768784e+03   3.6729500e+04  -3.3019004e+04
   1.9769056e+03   4.6405700e+04  -3.1842998e+04
   1.9771994e+03   1.8657800e+04  -1.5037399e+04
   1.9772538e+03   8.7070000e+02  -1.1053898e+04
   1.9772973e+03  -6.6710000e+03  -7.6597708e+03
   1.9774606e+03  -3.8251000e+03   6.7702021e+03
   1.9775748e+03   9.9777000e+03   1.8542011e+04
   1.9777326e+03   7.4164000e+03   3.7195714e+04
   1.9777707e+03   2.0792300e+04   4.2132058e+04
   1.9778197e+03  -6.7574000e+04   4.8734430e+04
   1.9778251e+03  -3.2284400e+04   4.9486039e+04
   1.9778305e+03  -5.6749000e+03   5.0241129e+04
   1.9780046e+03  -8.1803700e+04   7.6363446e+04
