     0.285    -0.545
     0.030    -1.523
     0.514    -0.289
     0.255    -0.593
     0.181    -0.742
     0.060    -1.222
     0.138    -0.860
     0.126    -0.900
     0.408    -0.389
     0.242    -0.616
     0.192    -0.717
     0.096    -1.018
     0.442    -0.355
     0.095    -1.022
     0.237    -0.625
     0.301    -0.521
     0.159    -0.799
     0.150    -0.824
     0.178    -0.750
     0.205    -0.688
     0.074    -1.131
     0.119    -0.924
     0.057    -1.244
     0.142    -0.848
     0.184    -0.735
     0.278    -0.556
     0.799    -0.097
     0.231    -0.636
     0.149    -0.827
     1.251     0.097
     0.177    -0.752
     0.253    -0.597
     0.123    -0.910
     0.110    -0.959
     0.168    -0.775
     0.216    -0.666
     0.155    -0.810
     0.120    -0.921
     0.168    -0.775
     0.074    -1.131
     0.263    -0.580
     0.399    -0.399
     0.096    -1.018
     0.179    -0.747
     0.537    -0.270
     0.964    -0.016
     0.115    -0.939
     0.452    -0.345
     0.148    -0.830
     0.209    -0.680
     0.424    -0.373
     0.115    -0.939
     0.508    -0.294
     0.206    -0.686
     0.439    -0.358
     0.191    -0.719
     0.201    -0.697
     0.711    -0.148
     0.077    -1.114
     0.444    -0.353
     0.284    -0.547
     0.563    -0.249
     0.201    -0.697
     0.272    -0.565
     0.513    -0.290
     0.357    -0.447
     0.312    -0.506
     0.251    -0.600
     0.401    -0.397
     0.190    -0.721
     0.170    -0.770
     0.555    -0.256
     0.696    -0.157
     0.294    -0.532
     0.226    -0.646
     0.185    -0.733
     0.701    -0.154
     0.492    -0.308
     0.262    -0.582
     0.275    -0.561
     0.052    -1.284
     0.623    -0.206
     0.319    -0.496
     0.109    -0.963
     0.754    -0.123
     0.527    -0.278
     0.191    -0.719
     0.047    -1.328
     0.090    -1.046
     0.269    -0.570
     0.091    -1.041
     0.417    -0.380
